Местоположение вагонов,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
id,station_id,loaded_empty,cars_quantity,car_type,period,wait_time
ID расположения,"ID станции (обязательно шесть цифр, не пустое)","Флаг загруженного вагона (0 или 1, может быть пустое)",Количество вагонов (не пустое и не может быть больше 100 и отрицательным),Тип вагога,Период,Время ожидания
1373,985702,1,2,1,20,от 0 до 0
1374,985702,1,3,1,5,от 0 до 0
1375,985702,1,4,1,4,от 0 до 0
1376,985702,1,5,1,3,от 0 до 0
1377,985702,1,6,1,7,от 0 до 0
1378,985702,1,7,1,8,от 0 до 0
1379,985702,1,8,1,1,от 0 до 0
1380,985702,1,11,1,6,от 0 до 0
1381,985702,1,18,1,19,от 0 до 0
1382,985702,1,20,1,9,от 0 до 0
1383,985702,1,20,1,10,от 0 до 0
1384,985702,1,25,1,20,от 0 до 0
1385,985702,1,30,1,15,от 0 до 0
1386,985702,1,30,1,17,от 0 до 0
1387,985702,1,31,1,11,от 0 до 0
1388,985702,1,32,1,2,от 0 до 0
1389,985702,1,43,1,5,от 0 до 0
1390,985702,1,63,1,14,от 0 до 0
1391,985702,1,69,1,8,от 0 до 0
1392,985702,1,76,1,7,от 0 до 0
1393,985702,1,78,1,12,от 0 до 0
1394,985702,1,97,1,4,от 0 до 0
1395,985702,1,122,1,1,от 0 до 0
1396,985906,0,1,1,1,от 1 до 3
1397,985906,0,1,1,1,от 20 до 24
1398,985906,0,2,1,1,от 1 до 1
1399,985906,0,16,1,1,от 0 до 2
1400,985906,0,23,1,1,от 0 до 1
1401,986103,1,1,1,4,от 0 до 0
1402,986103,1,1,1,5,от 0 до 0
1403,986103,1,1,1,7,от 0 до 0
1404,986103,1,1,1,9,от 0 до 0
1405,986103,1,1,1,10,от 0 до 0
1406,986103,1,2,1,1,от 0 до 0
1407,986103,1,2,1,3,от 0 до 0
1408,986103,1,6,1,7,от 0 до 0
1409,986103,1,10,1,15,от 0 до 0
1410,986103,1,12,1,10,от 0 до 0
1411,986103,1,15,1,8,от 0 до 0
1412,986103,1,23,1,14,от 0 до 0
1413,986103,1,33,1,2,от 0 до 0
1414,986103,1,41,1,8,от 0 до 0
1415,986103,1,51,1,15,от 0 до 0
1416,986103,1,78,1,1,от 0 до 0
1417,986809,1,3,1,23,от 0 до 0
1418,988306,0,1,1,1,от 4 до 6
1419,988306,0,6,1,1,от 2 до 2
1420,988306,0,17,1,1,от 1 до 1
1421,988306,0,31,1,1,от 0 до 0
1422,988306,1,1,1,1,от 1 до 3
1423,989309,1,1,1,5,от 0 до 0
1424,989309,1,6,1,4,от 0 до 0
1425,990700,1,1,1,1,от 0 до 0
1426,993304,1,1,1,1,от 0 до 0
1425,990700,1,1,1,1,от 0 до 0
1426,993304,1,1,1,1,от 0 до 0
1427,921202,1,5,3,47,от 6 до 7
1428,833603,0,3,3,35,от 1 до 1
1429,240000,1,11,3,2,от 15 до 21
